Country,Year,Code,CodeYear,aca_pres,aca_year,aca_yrsince,foia_pres,foia_year,foia_yrssince
Georgia,2010,GEO,GEO2010,0,0,,1,1999,11
Ghana,1996,GHA,GHA1996,1,1993,3,0,0,
Ghana,1997,GHA,GHA1997,1,1993,4,0,0,
Ghana,1998,GHA,GHA1998,1,1993,5,0,0,
Ghana,1999,GHA,GHA1999,1,1993,6,0,0,
Ghana,2000,GHA,GHA2000,1,1993,7,0,0,
Ghana,2001,GHA,GHA2001,1,1993,8,0,0,
Ghana,2002,GHA,GHA2002,1,1993,9,0,0,
Ghana,2003,GHA,GHA2003,1,1993,10,0,0,
Ghana,2004,GHA,GHA2004,1,1993,11,0,0,
Ghana,2005,GHA,GHA2005,1,1993,12,0,0,
Ghana,2006,GHA,GHA2006,1,1993,13,0,0,
Ghana,2007,GHA,GHA2007,1,1993,14,0,0,
Ghana,2008,GHA,GHA2008,1,1993,15,0,0,
Ghana,2009,GHA,GHA2009,1,1993,16,0,0,
Ghana,2010,GHA,GHA2010,1,1993,17,0,0,
Guinea,1996,GIN,GIN1996,0,0,,0,2010,-14
Guinea,1997,GIN,GIN1997,0,0,,0,2010,-13
Guinea,1998,GIN,GIN1998,0,0,,0,2010,-12
Guinea,1999,GIN,GIN1999,0,0,,0,2010,-11
Guinea,2000,GIN,GIN2000,0,0,,0,2010,-10
Guinea,2001,GIN,GIN2001,0,0,,0,2010,-9
Guinea,2002,GIN,GIN2002,0,0,,0,2010,-8
Guinea,2003,GIN,GIN2003,0,0,,0,2010,-7
Guinea,2004,GIN,GIN2004,0,0,,0,2010,-6
Guinea,2005,GIN,GIN2005,0,0,,0,2010,-5
Guinea,2006,GIN,GIN2006,0,0,,0,2010,-4
Guinea,2007,GIN,GIN2007,0,0,,0,2010,-3
Guinea,2008,GIN,GIN2008,0,0,,0,2010,-2
Guinea,2009,GIN,GIN2009,0,0,,0,2010,-1
Guinea,2010,GIN,GIN2010,0,0,,1,2010,0
Gambia,1996,GMB,GMB1996,0,2004,-8,0,0,
Gambia,1997,GMB,GMB1997,0,2004,-7,0,0,
Gambia,1998,GMB,GMB1998,0,2004,-6,0,0,
Gambia,1999,GMB,GMB1999,0,2004,-5,0,0,
Gambia,2000,GMB,GMB2000,0,2004,-4,0,0,
Gambia,2001,GMB,GMB2001,0,2004,-3,0,0,
Gambia,2002,GMB,GMB2002,0,2004,-2,0,0,
Gambia,2003,GMB,GMB2003,0,2004,-1,0,0,
Gambia,2004,GMB,GMB2004,1,2004,0,0,0,
Gambia,2005,GMB,GMB2005,1,2004,1,0,0,
Gambia,2006,GMB,GMB2006,1,2004,2,0,0,
Gambia,2007,GMB,GMB2007,1,2004,3,0,0,
Gambia,2008,GMB,GMB2008,1,2004,4,0,0,
Gambia,2009,GMB,GMB2009,1,2004,5,0,0,
Gambia,2010,GMB,GMB2010,1,2004,6,0,0,
Guinea-Bissau,1996,GNB,GNB1996,0,0,,0,0,
Guinea-Bissau,1997,GNB,GNB1997,0,0,,0,0,
Guinea-Bissau,1998,GNB,GNB1998,0,0,,0,0,
Guinea-Bissau,1999,GNB,GNB1999,0,0,,0,0,
Guinea-Bissau,2000,GNB,GNB2000,0,0,,0,0,
Guinea-Bissau,2001,GNB,GNB2001,0,0,,0,0,
Guinea-Bissau,2002,GNB,GNB2002,0,0,,0,0,
Guinea-Bissau,2003,GNB,GNB2003,0,0,,0,0,
Guinea-Bissau,2004,GNB,GNB2004,0,0,,0,0,
Guinea-Bissau,2005,GNB,GNB2005,0,0,,0,0,
Guinea-Bissau,2006,GNB,GNB2006,0,0,,0,0,
Guinea-Bissau,2007,GNB,GNB2007,0,0,,0,0,
Guinea-Bissau,2008,GNB,GNB2008,0,0,,0,0,
Guinea-Bissau,2009,GNB,GNB2009,0,0,,0,0,
Guinea-Bissau,2010,GNB,GNB2010,0,0,,0,0,
Equatorial Guinea,1996,GNQ,GNQ1996,0,0,,0,0,
Equatorial Guinea,1997,GNQ,GNQ1997,0,0,,0,0,
Equatorial Guinea,1998,GNQ,GNQ1998,0,0,,0,0,
Equatorial Guinea,1999,GNQ,GNQ1999,0,0,,0,0,
Equatorial Guinea,2000,GNQ,GNQ2000,0,0,,0,0,
Equatorial Guinea,2001,GNQ,GNQ2001,0,0,,0,0,
Equatorial Guinea,2002,GNQ,GNQ2002,0,0,,0,0,
Equatorial Guinea,2003,GNQ,GNQ2003,0,0,,0,0,
Equatorial Guinea,2004,GNQ,GNQ2004,0,0,,0,0,
Equatorial Guinea,2005,GNQ,GNQ2005,0,0,,0,0,
Equatorial Guinea,2006,GNQ,GNQ2006,0,0,,0,0,
Equatorial Guinea,2007,GNQ,GNQ2007,0,0,,0,0,
Equatorial Guinea,2008,GNQ,GNQ2008,0,0,,0,0,
Equatorial Guinea,2009,GNQ,GNQ2009,0,0,,0,0,
Equatorial Guinea,2010,GNQ,GNQ2010,0,0,,0,0,
Greece,1996,GRC,GRC1996,0,0,,1,1986,10
Greece,1997,GRC,GRC1997,0,0,,1,1986,11
Greece,1998,GRC,GRC1998,0,0,,1,1986,12
Greece,1999,GRC,GRC1999,0,0,,1,1986,13
Greece,2000,GRC,GRC2000,0,0,,1,1986,14
Greece,2001,GRC,GRC2001,0,0,,1,1986,15
Greece,2002,GRC,GRC2002,0,0,,1,1986,16
Greece,2003,GRC,GRC2003,0,0,,1,1986,17
Greece,2004,GRC,GRC2004,0,0,,1,1986,18
Greece,2005,GRC,GRC2005,0,0,,1,1986,19
Greece,2006,GRC,GRC2006,0,0,,1,1986,20
Greece,2007,GRC,GRC2007,0,0,,1,1986,21
Greece,2008,GRC,GRC2008,0,0,,1,1986,22
Greece,2009,GRC,GRC2009,0,0,,1,1986,23
Greece,2010,GRC,GRC2010,0,0,,1,1986,24
Grenada,1996,GRD,GRD1996,0,0,,0,0,
Grenada,1997,GRD,GRD1997,0,0,,0,0,
Grenada,1998,GRD,GRD1998,0,0,,0,0,
Grenada,1999,GRD,GRD1999,0,0,,0,0,
Grenada,2000,GRD,GRD2000,0,0,,0,0,
Grenada,2001,GRD,GRD2001,0,0,,0,0,
Grenada,2002,GRD,GRD2002,0,0,,0,0,
Grenada,2003,GRD,GRD2003,0,0,,0,0,
Grenada,2004,GRD,GRD2004,0,0,,0,0,
Grenada,2005,GRD,GRD2005,0,0,,0,0,
Grenada,2006,GRD,GRD2006,0,0,,0,0,
Grenada,2007,GRD,GRD2007,0,0,,0,0,
Grenada,2008,GRD,GRD2008,0,0,,0,0,
Grenada,2009,GRD,GRD2009,0,0,,0,0,
Grenada,2010,GRD,GRD2010,0,0,,0,0,
Guatemala,1996,GTM,GTM1996,0,2000,-4,0,2009,-13
Guatemala,1997,GTM,GTM1997,0,2000,-3,0,2009,-12
Guatemala,1998,GTM,GTM1998,0,2000,-2,0,2009,-11
Guatemala,1999,GTM,GTM1999,0,2000,-1,0,2009,-10
Guatemala,2000,GTM,GTM2000,1,2000,0,0,2009,-9
Guatemala,2001,GTM,GTM2001,1,2000,1,0,2009,-8
Guatemala,2002,GTM,GTM2002,1,2000,2,0,2009,-7
Guatemala,2003,GTM,GTM2003,1,2000,3,0,2009,-6
Guatemala,2004,GTM,GTM2004,1,2000,4,0,2009,-5
Guatemala,2005,GTM,GTM2005,1,2000,5,0,2009,-4
Guatemala,2006,GTM,GTM2006,1,2000,6,0,2009,-3
Guatemala,2007,GTM,GTM2007,1,2000,7,0,2009,-2
Guatemala,2008,GTM,GTM2008,1,2000,8,0,2009,-1
Guatemala,2009,GTM,GTM2009,1,2000,9,1,2009,0
Guatemala,2010,GTM,GTM2010,1,2000,10,1,2009,1
Guyana,1996,GUY,GUY1996,0,1997,-1,0,0,
Guyana,1997,GUY,GUY1997,1,1997,0,0,0,
Guyana,1998,GUY,GUY1998,1,1997,1,0,0,
Guyana,1999,GUY,GUY1999,1,1997,2,0,0,
Guyana,2000,GUY,GUY2000,1,1997,3,0,0,
Guyana,2001,GUY,GUY2001,1,1997,4,0,0,
Guyana,2002,GUY,GUY2002,1,1997,5,0,0,
Guyana,2003,GUY,GUY2003,1,1997,6,0,0,
Guyana,2004,GUY,GUY2004,1,1997,7,0,0,
Guyana,2005,GUY,GUY2005,1,1997,8,0,0,
Guyana,2006,GUY,GUY2006,1,1997,9,0,0,
Guyana,2007,GUY,GUY2007,1,1997,10,0,0,
Guyana,2008,GUY,GUY2008,1,1997,11,0,0,
Guyana,2009,GUY,GUY2009,1,1997,12,0,0,
Guyana,2010,GUY,GUY2010,1,1997,13,0,0,
Hong Kong SAR,2000,HKG,HKG2000,1,1974,26,0,0,
Hong Kong SAR,2001,HKG,HKG2001,1,1974,27,0,0,
Hong Kong SAR,2002,HKG,HKG2002,1,1974,28,0,0,
Hong Kong SAR,2003,HKG,HKG2003,1,1974,29,0,0,
Hong Kong SAR,2004,HKG,HKG2004,1,1974,30,0,0,
Hong Kong SAR,2005,HKG,HKG2005,1,1974,31,0,0,
Hong Kong SAR,2006,HKG,HKG2006,1,1974,32,0,0,
Hong Kong SAR,2007,HKG,HKG2007,1,1974,33,0,0,
Hong Kong SAR,2008,HKG,HKG2008,1,1974,34,0,0,
Hong Kong SAR,2009,HKG,HKG2009,1,1974,35,0,0,
Hong Kong SAR,2010,HKG,HKG2010,1,1974,36,0,0,
Honduras,1996,HND,HND1996,0,2000,-4,0,2006,-10
Honduras,1997,HND,HND1997,0,2000,-3,0,2006,-9
Honduras,1998,HND,HND1998,0,2000,-2,0,2006,-8
Honduras,1999,HND,HND1999,0,2000,-1,0,2006,-7
Honduras,2000,HND,HND2000,1,2000,0,0,2006,-6
Honduras,2001,HND,HND2001,1,2000,1,0,2006,-5
Honduras,2002,HND,HND2002,1,2000,2,0,2006,-4
Honduras,2003,HND,HND2003,1,2000,3,0,2006,-3
Honduras,2004,HND,HND2004,1,2000,4,0,2006,-2
Honduras,2005,HND,HND2005,1,2000,5,0,2006,-1
Honduras,2006,HND,HND2006,1,2000,6,1,0,
Honduras,2007,HND,HND2007,1,2000,7,1,0,
Honduras,2008,HND,HND2008,1,2000,8,1,0,
Honduras,2009,HND,HND2009,1,2000,9,1,0,
Honduras,2010,HND,HND2010,1,2000,10,1,0,
Croatia,1996,HRV,HRV1996,0,2001,-5,0,2003,-7
Croatia,1997,HRV,HRV1997,0,2001,-4,0,2003,-6
Croatia,1998,HRV,HRV1998,0,2001,-3,0,2003,-5
Croatia,1999,HRV,HRV1999,0,2001,-2,0,2003,-4
Croatia,2000,HRV,HRV2000,0,2001,-1,0,2003,-3
Croatia,2001,HRV,HRV2001,0,2001,,0,2003,-2
Croatia,2002,HRV,HRV2002,0,2001,1,0,2003,-1
Croatia,2003,HRV,HRV2003,0,2001,2,1,2003,0
Croatia,2004,HRV,HRV2004,0,2001,3,1,2003,1
Croatia,2005,HRV,HRV2005,0,2001,4,1,2003,2
Croatia,2006,HRV,HRV2006,0,2001,5,1,2003,3
Croatia,2007,HRV,HRV2007,0,2001,6,1,2003,4
Croatia,2008,HRV,HRV2008,0,2001,7,1,2003,5
Croatia,2009,HRV,HRV2009,0,2001,8,1,2003,6
Croatia,2010,HRV,HRV2010,0,2001,9,1,2003,7
Haiti,1996,HTI,HTI1996,0,0,,0,0,
Haiti,1997,HTI,HTI1997,0,0,,0,0,
Haiti,1998,HTI,HTI1998,0,0,,0,0,
Haiti,1999,HTI,HTI1999,0,0,,0,0,
Haiti,2000,HTI,HTI2000,0,0,,0,0,
Haiti,2001,HTI,HTI2001,0,0,,0,0,
Haiti,2002,HTI,HTI2002,0,0,,0,0,
Haiti,2003,HTI,HTI2003,0,0,,0,0,
Haiti,2004,HTI,HTI2004,0,0,,0,0,
Haiti,2005,HTI,HTI2005,0,0,,0,0,
Haiti,2006,HTI,HTI2006,0,0,,0,0,
Haiti,2007,HTI,HTI2007,0,0,,0,0,
Haiti,2008,HTI,HTI2008,0,0,,0,0,
Haiti,2009,HTI,HTI2009,0,0,,0,0,
Haiti,2010,HTI,HTI2010,0,0,,0,0,
Hungary,1996,HUN,HUN1996,1,1994,2,1,1992,4
Hungary,1997,HUN,HUN1997,1,1994,3,1,1992,5
Hungary,1998,HUN,HUN1998,1,1994,4,1,1992,6
Hungary,1999,HUN,HUN1999,1,1994,5,1,1992,7
Hungary,2000,HUN,HUN2000,1,1994,6,1,1992,8
Hungary,2001,HUN,HUN2001,1,1994,7,1,1992,9
Hungary,2002,HUN,HUN2002,1,1994,8,1,1992,10
Hungary,2003,HUN,HUN2003,1,1994,9,1,1992,11
Hungary,2004,HUN,HUN2004,1,1994,10,1,1992,12
Hungary,2005,HUN,HUN2005,1,1994,11,1,1992,13
Hungary,2006,HUN,HUN2006,1,1994,12,1,1992,14
Hungary,2007,HUN,HUN2007,1,1994,13,1,1992,15
Hungary,2008,HUN,HUN2008,1,1994,14,1,1992,16
Hungary,2009,HUN,HUN2009,1,1994,15,1,1992,17
Hungary,2010,HUN,HUN2010,1,1994,16,1,1992,18
Indonesia,1996,IDN,IDN1996,0,2003,-7,0,2010,-14
Indonesia,1997,IDN,IDN1997,0,2003,-6,0,2010,-13
Indonesia,1998,IDN,IDN1998,0,2003,-5,0,2010,-12
Indonesia,1999,IDN,IDN1999,0,2003,-4,0,2010,-11
Indonesia,2000,IDN,IDN2000,0,2003,-3,0,2010,-10
Indonesia,2001,IDN,IDN2001,0,2003,-2,0,2010,-9
Indonesia,2002,IDN,IDN2002,0,2003,-1,0,2010,-8
Indonesia,2003,IDN,IDN2003,1,2003,0,0,2010,-7
Indonesia,2004,IDN,IDN2004,1,2003,1,0,2010,-6
Indonesia,2005,IDN,IDN2005,1,2003,2,0,2010,-5
Indonesia,2006,IDN,IDN2006,1,2003,3,0,2010,-4
Indonesia,2007,IDN,IDN2007,1,2003,4,0,2010,-3
Indonesia,2008,IDN,IDN2008,1,2003,5,0,2010,-2
Indonesia,2009,IDN,IDN2009,1,2003,6,0,2010,-1
Indonesia,2010,IDN,IDN2010,1,2003,7,1,2010,0
India,1996,IND,IND1996,1,1946,50,0,2005,-9
India,1997,IND,IND1997,1,1946,51,0,2005,-8
India,1998,IND,IND1998,1,1946,52,0,2005,-7
India,1999,IND,IND1999,1,1946,53,0,2005,-6
India,2000,IND,IND2000,1,1946,54,0,2005,-5
India,2001,IND,IND2001,1,1946,55,0,2005,-4
India,2002,IND,IND2002,1,1946,56,0,2005,-3
India,2003,IND,IND2003,1,1946,57,0,2005,-2
India,2004,IND,IND2004,1,1946,58,0,2005,-1
India,2005,IND,IND2005,1,1946,59,1,2005,0
India,2006,IND,IND2006,1,1946,60,1,2005,1
India,2007,IND,IND2007,1,1946,61,1,2005,2
India,2008,IND,IND2008,1,1946,62,1,2005,3
India,2009,IND,IND2009,1,1946,63,1,2005,4
India,2010,IND,IND2010,1,1946,64,1,2005,5
Ireland,1996,IRL,IRL1996,0,0,,0,1998,-2
Ireland,1997,IRL,IRL1997,0,0,,0,1998,-1
Ireland,1998,IRL,IRL1998,0,0,,1,1998,0
Ireland,1999,IRL,IRL1999,0,0,,1,1998,1
Ireland,2000,IRL,IRL2000,0,0,,1,1998,2
Ireland,2001,IRL,IRL2001,0,0,,1,1998,3
Ireland,2002,IRL,IRL2002,0,0,,1,1998,4
Ireland,2003,IRL,IRL2003,0,0,,1,1998,5
Ireland,2004,IRL,IRL2004,0,0,,1,1998,6
Ireland,2005,IRL,IRL2005,0,0,,1,1998,7
Ireland,2006,IRL,IRL2006,0,0,,1,1998,8
Ireland,2007,IRL,IRL2007,0,0,,1,1998,9
Ireland,2008,IRL,IRL2008,0,0,,1,1998,10
Ireland,2009,IRL,IRL2009,0,0,,1,1998,11
Ireland,2010,IRL,IRL2010,0,0,,1,1998,12
Iran,1996,IRN,IRN1996,,,,0,0,
Iran,1997,IRN,IRN1997,,,,0,0,
Iran,1998,IRN,IRN1998,,,,0,0,
Iran,1999,IRN,IRN1999,,,,0,0,
Iran,2000,IRN,IRN2000,,,,0,0,
Iran,2001,IRN,IRN2001,,,,0,0,
Iran,2002,IRN,IRN2002,,,,0,0,
Iran,2003,IRN,IRN2003,,,,0,0,
Iran,2004,IRN,IRN2004,,,,0,0,
Iran,2005,IRN,IRN2005,,,,0,0,
Iran,2006,IRN,IRN2006,,,,0,0,
Iran,2007,IRN,IRN2007,,,,0,0,
Iran,2008,IRN,IRN2008,,,,0,0,
Iran,2009,IRN,IRN2009,,,,0,0,
Iran,2010,IRN,IRN2010,,,,0,0,
Iraq,1996,IRQ,IRQ1996,,,,0,0,
Iraq,1997,IRQ,IRQ1997,,,,0,0,
Iraq,1998,IRQ,IRQ1998,,,,0,0,
Iraq,1999,IRQ,IRQ1999,,,,0,0,
Iraq,2000,IRQ,IRQ2000,,,,0,0,
Iraq,2001,IRQ,IRQ2001,,,,0,0,
Iraq,2002,IRQ,IRQ2002,,,,0,0,
Iraq,2003,IRQ,IRQ2003,,,,0,0,
Iraq,2004,IRQ,IRQ2004,,,,0,0,
Iraq,2005,IRQ,IRQ2005,,,,0,0,
Iraq,2006,IRQ,IRQ2006,,,,0,0,
Iraq,2007,IRQ,IRQ2007,,,,0,0,
Iraq,2008,IRQ,IRQ2008,,,,0,0,
Iraq,2009,IRQ,IRQ2009,,,,0,0,
Iraq,2010,IRQ,IRQ2010,,,,0,0,
Iceland,1996,ISL,ISL1996,0,0,,0,1997,-1
Iceland,1997,ISL,ISL1997,0,0,,1,1997,0
Iceland,1998,ISL,ISL1998,0,0,,1,1997,1
Iceland,1999,ISL,ISL1999,0,0,,1,1997,2
Iceland,2000,ISL,ISL2000,0,0,,1,1997,3
Iceland,2001,ISL,ISL2001,0,0,,1,1997,4
Iceland,2002,ISL,ISL2002,0,0,,1,1997,5
Iceland,2003,ISL,ISL2003,0,0,,1,1997,6
Iceland,2004,ISL,ISL2004,0,0,,1,1997,7
Iceland,2005,ISL,ISL2005,0,0,,1,1997,8
Iceland,2006,ISL,ISL2006,0,0,,1,1997,9
Iceland,2007,ISL,ISL2007,0,0,,1,1997,10
Iceland,2008,ISL,ISL2008,0,0,,1,1997,11
Iceland,2009,ISL,ISL2009,0,0,,1,1997,12
Iceland,2010,ISL,ISL2010,0,0,,1,1997,13
Israel,1996,ISR,ISR1996,0,1999,-3,0,1999,-3
Israel,1997,ISR,ISR1997,0,1999,-2,0,1999,-2
Israel,1998,ISR,ISR1998,0,1999,-1,0,1999,-1
Israel,1999,ISR,ISR1999,1,1999,0,1,1999,0
Israel,2000,ISR,ISR2000,1,1999,1,1,1999,1
Israel,2001,ISR,ISR2001,1,1999,2,1,1999,2
Israel,2002,ISR,ISR2002,1,1999,3,1,1999,3
Israel,2003,ISR,ISR2003,1,1999,4,1,1999,4
Israel,2004,ISR,ISR2004,1,1999,5,1,1999,5
Israel,2005,ISR,ISR2005,1,1999,6,1,1999,6
Israel,2006,ISR,ISR2006,1,1999,7,1,1999,7
Israel,2007,ISR,ISR2007,1,1999,8,1,1999,8
Israel,2008,ISR,ISR2008,1,1999,9,1,1999,9
Israel,2009,ISR,ISR2009,1,1999,10,1,1999,10
Israel,2010,ISR,ISR2010,1,1999,11,1,1999,11
Italy,1996,ITA,ITA1996,0,2008,-12,1,1990,6
Italy,1997,ITA,ITA1997,0,2008,-11,1,1990,7
Italy,1998,ITA,ITA1998,0,2008,-10,1,1990,8
Italy,1999,ITA,ITA1999,0,2008,-9,1,1990,9
Italy,2000,ITA,ITA2000,0,2008,-8,1,1990,10
Italy,2001,ITA,ITA2001,0,2008,-7,1,1990,11
Italy,2002,ITA,ITA2002,0,2008,-6,1,1990,12
Italy,2003,ITA,ITA2003,0,2008,-5,1,1990,13
Italy,2004,ITA,ITA2004,0,2008,-4,1,1990,14
Italy,2005,ITA,ITA2005,0,2008,-3,1,1990,15
Italy,2006,ITA,ITA2006,0,2008,-2,1,1990,16
Italy,2007,ITA,ITA2007,0,2008,-1,1,1990,17
Italy,2008,ITA,ITA2008,1,2008,0,1,1990,18
Italy,2009,ITA,ITA2009,1,2008,1,1,1990,19
Italy,2010,ITA,ITA2010,1,2008,2,1,1990,20
Jamaica,1996,JAM,JAM1996,0,0,,0,2004,-8
Jamaica,1997,JAM,JAM1997,0,0,,0,2004,-7
Jamaica,1998,JAM,JAM1998,0,0,,0,2004,-6
Jamaica,1999,JAM,JAM1999,0,0,,0,2004,-5
Jamaica,2000,JAM,JAM2000,0,0,,0,2004,-4
Jamaica,2001,JAM,JAM2001,0,0,,0,2004,-3
Jamaica,2002,JAM,JAM2002,0,0,,0,2004,-2
Jamaica,2003,JAM,JAM2003,0,0,,0,2004,-1
Jamaica,2004,JAM,JAM2004,0,0,,1,2004,0
Jamaica,2005,JAM,JAM2005,0,0,,1,2004,1
Jamaica,2006,JAM,JAM2006,0,0,,1,2004,2
Jamaica,2007,JAM,JAM2007,0,0,,1,2004,3
Jamaica,2008,JAM,JAM2008,0,0,,1,2004,4
Jamaica,2009,JAM,JAM2009,0,0,,1,2004,5
Jamaica,2010,JAM,JAM2010,0,0,,1,2004,6
Jordan,1996,JOR,JOR1996,0,2007,-11,0,2007,-11
Jordan,1997,JOR,JOR1997,0,2007,-10,0,2007,-10
Jordan,1998,JOR,JOR1998,0,2007,-9,0,2007,-9
Jordan,1999,JOR,JOR1999,0,2007,-8,0,2007,-8
Jordan,2000,JOR,JOR2000,0,2007,-7,0,2007,-7
Jordan,2001,JOR,JOR2001,0,2007,-6,0,2007,-6
Jordan,2002,JOR,JOR2002,0,2007,-5,0,2007,-5
Jordan,2003,JOR,JOR2003,0,2007,-4,0,2007,-4
Jordan,2004,JOR,JOR2004,0,2007,-3,0,2007,-3
Jordan,2005,JOR,JOR2005,0,2007,-2,0,2007,-2
Jordan,2006,JOR,JOR2006,0,2007,-1,0,2007,-1
Jordan,2007,JOR,JOR2007,1,2007,0,1,2007,0
Jordan,2008,JOR,JOR2008,1,2007,1,1,2007,1
Jordan,2009,JOR,JOR2009,1,2007,2,1,2007,2
Jordan,2010,JOR,JOR2010,1,2007,3,1,2007,3
Japan,1996,JPN,JPN1996,0,0,,0,2001,-5
Japan,1997,JPN,JPN1997,0,0,,0,2001,-4
Japan,1998,JPN,JPN1998,0,0,,0,2001,-3
Japan,1999,JPN,JPN1999,0,0,,0,2001,-2
Japan,2000,JPN,JPN2000,0,0,,0,2001,-1
Japan,2001,JPN,JPN2001,0,0,,1,2001,0
Japan,2002,JPN,JPN2002,0,0,,1,2001,1
Japan,2003,JPN,JPN2003,0,0,,1,2001,2
Japan,2004,JPN,JPN2004,0,0,,1,2001,3
Japan,2005,JPN,JPN2005,0,0,,1,2001,4
Japan,2006,JPN,JPN2006,0,0,,1,2001,5
Japan,2007,JPN,JPN2007,0,0,,1,2001,6
Japan,2008,JPN,JPN2008,0,0,,1,2001,7
Japan,2009,JPN,JPN2009,0,0,,1,2001,8
Japan,2010,JPN,JPN2010,0,0,,1,2001,9
Kazakhstan,1996,KAZ,KAZ1996,1,1994,2,0,0,
Kazakhstan,1997,KAZ,KAZ1997,1,1994,3,0,0,
Kazakhstan,1998,KAZ,KAZ1998,1,1994,4,0,0,
Kazakhstan,1999,KAZ,KAZ1999,1,1994,5,0,0,
Kazakhstan,2000,KAZ,KAZ2000,1,1994,6,0,0,
Kazakhstan,2001,KAZ,KAZ2001,1,1994,7,0,0,
Kazakhstan,2002,KAZ,KAZ2002,1,1994,8,0,0,
Kazakhstan,2003,KAZ,KAZ2003,1,1994,9,0,0,
Kazakhstan,2004,KAZ,KAZ2004,1,1994,10,0,0,
Kazakhstan,2005,KAZ,KAZ2005,1,1994,11,0,0,
Kazakhstan,2006,KAZ,KAZ2006,1,1994,12,0,0,
Kazakhstan,2007,KAZ,KAZ2007,1,1994,13,0,0,
Kazakhstan,2008,KAZ,KAZ2008,1,1994,14,0,0,
Kazakhstan,2009,KAZ,KAZ2009,1,1994,15,0,0,
Kazakhstan,2010,KAZ,KAZ2010,1,1994,16,0,0,
Kenya,1996,KEN,KEN1996,0,2005,-9,0,0,
Kenya,1997,KEN,KEN1997,0,2005,-8,0,0,
Kenya,1998,KEN,KEN1998,0,2005,-7,0,0,
Kenya,1999,KEN,KEN1999,0,2005,-6,0,0,
Kenya,2000,KEN,KEN2000,0,2005,-5,0,0,
Kenya,2001,KEN,KEN2001,0,2005,-4,0,0,
Kenya,2002,KEN,KEN2002,0,2005,-3,0,0,
Kenya,2003,KEN,KEN2003,0,2005,-2,0,0,
Kenya,2004,KEN,KEN2004,0,2005,-1,0,0,
Kenya,2005,KEN,KEN2005,1,2005,0,0,0,
Kenya,2006,KEN,KEN2006,1,2005,1,0,0,
Kenya,2007,KEN,KEN2007,1,2005,2,0,0,
Kenya,2008,KEN,KEN2008,1,2005,3,0,0,
Kenya,2009,KEN,KEN2009,1,2005,4,0,0,
Kenya,2010,KEN,KEN2010,1,2005,5,0,0,
Kyrgyzstan,1996,KGZ,KGZ1996,0,2005,-9,0,2007,-11
Kyrgyzstan,1997,KGZ,KGZ1997,0,2005,-8,0,2007,-10
Kyrgyzstan,1998,KGZ,KGZ1998,0,2005,-7,0,2007,-9
Kyrgyzstan,1999,KGZ,KGZ1999,0,2005,-6,0,2007,-8
Kyrgyzstan,2000,KGZ,KGZ2000,0,2005,-5,0,2007,-7
Kyrgyzstan,2001,KGZ,KGZ2001,0,2005,-4,0,2007,-6
Kyrgyzstan,2002,KGZ,KGZ2002,0,2005,-3,0,2007,-5
Kyrgyzstan,2003,KGZ,KGZ2003,0,2005,-2,0,2007,-4
Kyrgyzstan,2004,KGZ,KGZ2004,0,2005,-1,0,2007,-3
Kyrgyzstan,2005,KGZ,KGZ2005,1,2005,0,0,2007,-2
Kyrgyzstan,2006,KGZ,KGZ2006,1,2005,1,0,2007,-1
Kyrgyzstan,2007,KGZ,KGZ2007,1,2005,2,1,2007,0
Kyrgyzstan,2008,KGZ,KGZ2008,1,2005,3,1,2007,1
Kyrgyzstan,2009,KGZ,KGZ2009,1,2005,4,1,2007,2
Kyrgyz Republic,2010,KGZ,KGZ2010,1,2005,5,1,2007,3
Cambodia,1996,KHM,KHM1996,0,1999,-3,0,0,
Cambodia,1997,KHM,KHM1997,0,1999,-2,0,0,
Cambodia,1998,KHM,KHM1998,0,1999,-1,0,0,
Cambodia,1999,KHM,KHM1999,1,1999,0,0,0,
Cambodia,2000,KHM,KHM2000,1,1999,1,0,0,
Cambodia,2001,KHM,KHM2001,1,1999,2,0,0,
Cambodia,2002,KHM,KHM2002,1,1999,3,0,0,
Cambodia,2003,KHM,KHM2003,1,1999,4,0,0,
Cambodia,2004,KHM,KHM2004,1,1999,5,0,0,
Cambodia,2005,KHM,KHM2005,1,1999,6,0,0,
Cambodia,2006,KHM,KHM2006,1,1999,7,0,0,
Cambodia,2007,KHM,KHM2007,1,1999,8,0,0,
Cambodia,2008,KHM,KHM2008,1,1999,9,0,0,
Cambodia,2009,KHM,KHM2009,1,1999,10,0,0,
Cambodia,2010,KHM,KHM2010,1,1999,11,0,0,
Kiribati,1996,KIR,KIR1996,0,0,,0,0,
Kiribati,1997,KIR,KIR1997,0,0,,0,0,
Kiribati,1998,KIR,KIR1998,0,0,,0,0,
Kiribati,1999,KIR,KIR1999,0,0,,0,0,
Kiribati,2000,KIR,KIR2000,0,0,,0,0,
Kiribati,2001,KIR,KIR2001,0,0,,0,0,
Kiribati,2002,KIR,KIR2002,0,0,,0,0,
Kiribati,2003,KIR,KIR2003,0,0,,0,0,
Kiribati,2004,KIR,KIR2004,0,0,,0,0,
Kiribati,2005,KIR,KIR2005,0,0,,0,0,
Kiribati,2006,KIR,KIR2006,0,0,,0,0,
Kiribati,2007,KIR,KIR2007,0,0,,0,0,
Kiribati,2008,KIR,KIR2008,0,0,,0,0,
Kiribati,2009,KIR,KIR2009,0,0,,0,0,
